"participle","order","country","edited"
"geduwd","red","BE",TRUE
"gebruikt","green","NL",TRUE
"gezien","red","NL",TRUE
"gewonnen","green","BE",FALSE
"gemaakt","red","BE",FALSE
"verloren","green","BE",TRUE
"vergeleken","green","BE",TRUE
"genoten","red","NL",TRUE
"gebeurd","red","NL",TRUE
"verteld","green","BE",TRUE
"gezien","red","BE",TRUE
"begonnen","green","BE",TRUE
"geschoven","red","NL",TRUE
"betrapt","green","BE",TRUE
"aangesloten","green","BE",TRUE
"gebroken","green","BE",TRUE
"gestuit","green","NL",TRUE
"gewezen","green","NL",TRUE
"geslagen","red","BE",TRUE
"bemind","red","NL",TRUE
"geweest","red","BE",FALSE
"gebruikt","red","BE",TRUE
"gezien","red","BE",TRUE
"gebeld","red","BE",TRUE
"verloren","red","NL",TRUE
"ondervraagd","red","BE",TRUE
"gevat","red","BE",TRUE
"gebotst","red","BE",TRUE
"opgepakt","red","BE",TRUE
"gegaan","red","NL",TRUE
"gevonden","green","NL",TRUE
"genoemd","red","BE",TRUE
"hersteld","green","BE",TRUE
"geplaatst","red","BE",TRUE
"gedaan","red","BE",TRUE
"aangehouden","red","BE",TRUE
"gestoken","green","NL",TRUE
"onthouden","green","BE",TRUE
"opgestapt","green","BE",TRUE
"vernomen","red","NL",TRUE
"weggestuurd","red","NL",TRUE
"gehad","red","BE",TRUE
"gekregen","red","NL",TRUE
"gesteld","red","NL",TRUE
"verteld","red","NL",TRUE
"uitgevoerd","green","BE",TRUE
"verschuldigd","green","BE",TRUE
"gegaan","red","BE",TRUE
"geweest","red","NL",TRUE
"geslaagd","green","BE",TRUE
"losgelaten","red","BE",TRUE
"gezien","green","BE",FALSE
"gelegen","red","BE",TRUE
"overkomen","red","NL",TRUE
"geschonken","green","NL",TRUE
"omgekeerd","green","NL",FALSE
"geweest","green","BE",TRUE
"aangezet","red","NL",TRUE
"ontmoet","green","BE",TRUE
"omgekeerd","green","BE",TRUE
"gedaan","green","BE",TRUE
"gelopen","red","BE",TRUE
"verkozen","red","BE",TRUE
"gezien","red","BE",TRUE
"gehouden","green","BE",TRUE
"doorgevoerd","red","BE",TRUE
"verankerd","green","BE",TRUE
"gesproken","red","NL",TRUE
"aangewezen","red","NL",TRUE
"gerelateerd","red","NL",TRUE
"verdwaald","green","BE",TRUE
"geweest","green","NL",TRUE
"verkocht","red","BE",TRUE
"toegegeven","red","BE",TRUE
"getrouwd","green","NL",TRUE
"geweest","red","NL",TRUE
"betrokken","red","BE",TRUE
"opgepakt","red","BE",FALSE
"bepaald","red","NL",TRUE
"aangezien","red","NL",TRUE
"opgeroepen","red","BE",TRUE
"gevist","green","BE",TRUE
"gedwongen","green","BE",TRUE
"verteld","red","BE",TRUE
"misdragen","green","BE",TRUE
"gegeten","green","NL",TRUE
"gewaarschuwd","green","NL",FALSE
"gedaan","red","BE",TRUE
"gezien","green","BE",TRUE
"opgezadeld","red","BE",FALSE
"neergeschoten","red","NL",TRUE
"gegeven","red","BE",TRUE
"gegeten","red","BE",FALSE
"genoemd","red","BE",TRUE
"beschouwd","red","NL",TRUE
"geworpen","red","NL",TRUE
"ontgroeid","green","BE",TRUE
"gebeurd","red","BE",TRUE
"gedaan","green","BE",TRUE
"gebeurd","red","NL",TRUE
"gezien","red","BE",TRUE
"gekomen","red","NL",TRUE
"ingejaagd","red","BE",TRUE
"vervoerd","red","NL",TRUE
"beland","red","BE",TRUE
"gepakt","green","BE",TRUE
"gearresteerd","red","BE",TRUE
"terechtgewezen","green","BE",TRUE
"gedroomd","green","BE",TRUE
"gezegd","green","BE",TRUE
"ondervraagd","red","BE",TRUE
"omringd","green","BE",TRUE
"voorgeschreven","red","BE",TRUE
"geweest","red","BE",TRUE
"bereikt","red","NL",TRUE
"gezien","green","NL",TRUE
"veroordeeld","green","BE",TRUE
"gebeld","green","BE",FALSE
"gevraagd","red","NL",TRUE
"gezegd","red","BE",TRUE
"gegeven","red","NL",FALSE
"aangemeld","green","BE",TRUE
"geweest","red","NL",TRUE
"gehad","green","BE",TRUE
"doorgezet","red","NL",FALSE
"bereikt","red","NL",TRUE
"gehouden","red","BE",TRUE
"gecontacteerd","green","BE",TRUE
"verklaard","red","BE",TRUE
"gedraaid","red","NL",TRUE
"geweest","red","BE",TRUE
"geleerd","green","BE",FALSE
"georganiseerd","green","BE",TRUE
"getekend","red","NL",TRUE
"gevonden","green","BE",TRUE
"getest","green","NL",FALSE
"gevallen","red","NL",TRUE
"gedaan","green","NL",TRUE
"verdacht","green","NL",TRUE
"gekregen","red","BE",TRUE
"afgesproken","red","NL",TRUE
"verzonnen","green","BE",FALSE
"gekregen","red","NL",TRUE
"genomen","red","BE",TRUE
"gedaan","green","BE",TRUE
"doodgeschoten","red","BE",TRUE
"verweten","red","NL",TRUE
"verstrekt","red","NL",TRUE
"overtuigd","green","BE",FALSE
"gegeven","red","NL",TRUE
"gekregen","red","NL",TRUE
"genoemd","red","NL",TRUE
"ontslagen","green","BE",TRUE
"gezien","green","BE",TRUE
"gevraagd","green","BE",TRUE
"geboren","green","BE",TRUE
"gesteld","red","NL",TRUE
"gedomineerd","red","NL",TRUE
"gewerkt","red","BE",TRUE
"overleden","red","BE",TRUE
"gereden","red","BE",TRUE
"gemist","red","BE",TRUE
"opgepakt","red","BE",TRUE
"gesteld","green","NL",TRUE
"gedaan","red","BE",FALSE
"geweten","red","BE",TRUE
"schoongemaakt","red","BE",TRUE
"gevraagd","red","NL",TRUE
"beloofd","green","NL",TRUE
"geëmigreerd","red","NL",TRUE
"afgeschilderd","red","NL",TRUE
"geworden","red","BE",TRUE
"gewerkt","red","BE",TRUE
"verloren","red","NL",TRUE
"aangekomen","green","BE",TRUE
"getoetst","red","BE",TRUE
"gedirigeerd","red","NL",TRUE
"betrokken","green","BE",TRUE
"veroordeeld","red","NL",TRUE
"geraakt","red","NL",TRUE
"gebracht","red","BE",TRUE
"beschouwd","red","BE",TRUE
"gegijzeld","red","BE",TRUE
"gebruikt","red","BE",TRUE
"opgerold","red","BE",TRUE
"begrepen","green","NL",FALSE
"benaderd","red","NL",FALSE
"geconfronteerd","green","BE",TRUE
"verlost","green","BE",TRUE
"geregeerd","red","BE",TRUE
"uitgenodigd","green","BE",TRUE
"gezakt","red","NL",TRUE
"gedaan","red","BE",FALSE
"getrouwd","green","BE",TRUE
"aangeschaft","green","BE",TRUE
"ontgoocheld","green","BE",TRUE
"opgesteld","green","BE",TRUE
"onthoofd","green","BE",TRUE
"genomen","green","BE",TRUE
"uitgeleverd","green","BE",TRUE
"vergeten","green","BE",TRUE
"teruggezet","green","BE",TRUE
"uitgevoerd","red","BE",TRUE
"gemaakt","green","NL",TRUE
"gefascineerd","green","NL",TRUE
"gebeurd","red","NL",TRUE
"gesmeerd","green","BE",TRUE
"gezwegen","red","NL",TRUE
"verkozen","green","BE",TRUE
"gestart","green","BE",TRUE
"gespeeld","red","BE",FALSE
"genesteld","red","NL",TRUE
"begeven","red","NL",TRUE
"ondernomen","red","BE",TRUE
"voldaan","red","NL",TRUE
"overvallen","red","NL",TRUE
"geclaimd","green","BE",TRUE
"gedaan","green","NL",TRUE
"vergeten","red","BE",TRUE
"gered","red","NL",TRUE
"afgeschaft","red","BE",TRUE
"gehad","red","BE",TRUE
"uitgedroogd","green","NL",TRUE
"geregend","green","BE",TRUE
"gewerkt","green","BE",TRUE
"vermagerd","green","BE",FALSE
"aangestoken","green","NL",FALSE
"afgewerkt","green","BE",TRUE
"opgezocht","red","NL",TRUE
"verkracht","green","BE",FALSE
"onderbroken","red","NL",TRUE
"gelegen","red","BE",TRUE
"gepleegd","red","BE",TRUE
"verloren","red","NL",TRUE
"gehad","green","BE",TRUE
"behandeld","red","BE",TRUE
"genomen","red","BE",TRUE
"gedaan","green","BE",TRUE
"begaan","red","BE",TRUE
"genegeerd","red","BE",TRUE
"opgeladen","green","NL",FALSE
"gekund","red","NL",TRUE
"geweest","green","NL",FALSE
"bekend","red","NL",TRUE
"gevraagd","red","NL",TRUE
"beledigd","green","BE",TRUE
"gevat","green","BE",FALSE
"bezweken","red","NL",TRUE
"gelopen","red","BE",TRUE
"gehaald","red","NL",TRUE
"gevoeld","red","BE",TRUE
"gevonden","green","BE",FALSE
"gewerkt","green","BE",TRUE
"gedacht","green","BE",TRUE
"gericht","red","BE",TRUE
"geworden","red","NL",TRUE
"gekost","red","BE",TRUE
"verergerd","green","BE",TRUE
"gezaaid","green","BE",FALSE
"uitgesproken","red","BE",TRUE
"geflitst","green","BE",TRUE
"gebeurd","green","BE",FALSE
"geschaatst","red","BE",TRUE
"gezegd","red","BE",TRUE
"geweest","red","BE",TRUE
"verteld","green","BE",FALSE
"geleerd","green","BE",TRUE
"gewoond","red","NL",TRUE
"gezien","red","NL",TRUE
"vergist","red","NL",TRUE
"gedaan","red","BE",TRUE
"gegeten","green","BE",TRUE
"ontwikkeld","green","NL",FALSE
"betaald","red","NL",TRUE
"gedacht","green","BE",TRUE
"herinnerd","red","NL",TRUE
"gevormd","green","BE",TRUE
"verduisterd","red","NL",TRUE
"genomen","red","BE",TRUE
"gekeken","red","BE",TRUE
"geflitst","green","BE",TRUE
"gehandeld","red","BE",TRUE
"gedaan","green","BE",FALSE
"aangekomen","red","NL",FALSE
"geplast","red","NL",FALSE
"gekregen","red","NL",TRUE
"gevoeld","red","NL",TRUE
"gegeven","red","BE",TRUE
"gestuurd","red","NL",FALSE
"gevraagd","red","BE",TRUE
"veranderd","red","NL",TRUE
"gestolen","red","NL",TRUE
"aanbeland","red","BE",TRUE
"teleurgesteld","green","NL",FALSE
"gezeten","red","BE",TRUE
"gehad","red","NL",TRUE
"gegaan","red","BE",TRUE
"overleefd","red","NL",TRUE
"gemaakt","red","BE",TRUE
"gedaan","red","NL",TRUE
"geaccepteerd","green","NL",FALSE
"gereanimeerd","red","BE",TRUE
"opgeslorpt","red","BE",TRUE
"overgelaten","green","BE",TRUE
"verlaten","red","NL",TRUE
"gedaan","red","NL",TRUE
"geblesseerd","green","NL",TRUE
"gehandeld","red","NL",TRUE
"ontdekt","red","BE",TRUE
"geweest","green","NL",TRUE
"gescheiden","green","NL",FALSE
"gebeurd","red","BE",FALSE
"gedaan","green","BE",TRUE
"gemaakt","red","NL",TRUE
"ingenomen","red","BE",TRUE
"gemist","red","NL",FALSE
"gehad","green","BE",FALSE
"gewild","green","BE",TRUE
"verkozen","red","NL",TRUE
"ontkend","red","BE",TRUE
"gevangen","red","NL",TRUE
"voltooid","green","BE",TRUE
"beïnvloed","green","BE",FALSE
"gezien","red","NL",TRUE
"besloten","green","BE",TRUE
"gedronken","red","BE",TRUE
"toegelaten","red","BE",TRUE
"ontmoet","red","BE",FALSE
"gesteld","red","NL",TRUE
"beslist","red","NL",TRUE
"bijgekomen","red","BE",TRUE
"opgenomen","red","NL",TRUE
"uitgewerkt","green","BE",TRUE
"begonnen","red","BE",TRUE
"beraamd","green","BE",TRUE
"terechtgekomen","green","BE",TRUE
"gekozen","green","BE",TRUE
"gekocht","red","NL",TRUE
"bekeken","green","BE",TRUE
"gevallen","red","BE",TRUE
"aangesloten","red","BE",TRUE
"gegrepen","green","BE",TRUE
"gebleven","red","BE",TRUE
"doorgestuurd","red","BE",TRUE
"opgebouwd","red","BE",TRUE
"aangesproken","red","NL",TRUE
"gezien","red","BE",FALSE
"geadopteerd","green","BE",FALSE
"gevonden","green","BE",TRUE
"gestemd","green","BE",FALSE
"goedgekeurd","red","NL",TRUE
"afgelopen","red","NL",TRUE
"genoemd","red","BE",TRUE
"geslapen","red","NL",TRUE
"gepleegd","red","BE",TRUE
"geboren","green","NL",TRUE
"gescheiden","green","NL",FALSE
"opgepakt","red","BE",TRUE
"gepolst","red","NL",TRUE
"bevestigd","red","BE",TRUE
"geïnformeerd","green","BE",TRUE
"gestort","green","BE",TRUE
"ingediend","red","BE",TRUE
"gehad","red","NL",TRUE
"geoordeeld","green","BE",TRUE
"gewonnen","green","BE",TRUE
"ingezet","red","NL",TRUE
"gewerkt","red","BE",TRUE
"vervoerd","red","NL",TRUE
"gegaan","red","NL",FALSE
"gestuurd","red","NL",TRUE
"opgeroepen","red","BE",TRUE
"gesproken","red","BE",TRUE
"wijsgemaakt","red","BE",FALSE
"georganiseerd","red","BE",TRUE
"gehoord","green","BE",TRUE
"gelukt","green","BE",TRUE
"geopend","green","BE",TRUE
"gedood","red","NL",TRUE
"geschreven","red","BE",TRUE
"geleverd","red","BE",TRUE
"gezegd","green","NL",TRUE
"bekend","red","NL",TRUE
"geraakt","red","BE",TRUE
"geweten","green","BE",TRUE
"vermoord","red","BE",TRUE
"uitgekozen","red","BE",FALSE
"afgegeven","red","NL",TRUE
"uitgemaakt","red","BE",FALSE
"gecompenseerd","green","BE",FALSE
"gekregen","red","NL",TRUE
"nagedacht","red","NL",TRUE
"geprobeerd","red","NL",TRUE
"geworden","green","BE",FALSE
"afgewezen","red","NL",TRUE
"geïnformeerd","red","BE",TRUE
"gedacht","green","BE",TRUE
"geleefd","red","BE",TRUE
"voortgebracht","red","NL",TRUE
"gekweekt","green","BE",TRUE
"gedaan","green","NL",TRUE
"geweest","green","BE",FALSE
"afgeraden","red","NL",TRUE
"gezien","red","NL",TRUE
"begonnen","green","BE",TRUE
"gemaakt","red","BE",TRUE
"genezen","green","BE",FALSE
"geluisterd","red","NL",TRUE
"gezien","red","NL",TRUE
"verbouwd","red","BE",TRUE
"vergeleken","red","NL",TRUE
"overtreden","red","NL",TRUE
"verdeeld","green","BE",TRUE
"opgemerkt","red","NL",TRUE
"gereden","red","BE",TRUE
"bewezen","green","BE",TRUE
"vastgebonden","red","NL",TRUE
"afgelegd","red","NL",FALSE
"benieuwd","red","NL",FALSE
"aangetoond","red","BE",TRUE
"gesteund","green","BE",TRUE
"gedwongen","red","NL",TRUE
"gekregen","red","BE",TRUE
"verloren","green","NL",TRUE
"verloren","green","BE",TRUE
"meegemaakt","red","NL",TRUE
"gevreesd","green","BE",FALSE
"verteld","green","NL",FALSE
"geschokt","green","BE",TRUE
"gebruikt","green","BE",TRUE
"gegroeid","green","BE",TRUE
"gestaan","green","BE",TRUE
"verwoest","green","NL",TRUE
"afgedrukt","green","BE",TRUE
"gegeten","green","BE",TRUE
"gesproken","red","NL",FALSE
"verwacht","red","BE",TRUE
"vergist","green","BE",TRUE
"gezegd","red","NL",TRUE
"gesteund","red","NL",TRUE
"gehad","red","BE",TRUE
"doorgebracht","red","BE",TRUE
"afgedaan","red","BE",TRUE
"gevolgd","red","BE",TRUE
"gepakt","green","BE",TRUE
"verwacht","red","BE",TRUE
"geworden","green","NL",TRUE
"verwacht","red","BE",TRUE
"aangegrepen","red","NL",FALSE
"gehad","red","NL",TRUE
"gegaan","red","NL",TRUE
"geslapen","red","NL",FALSE
"geïnteresseerd","red","NL",TRUE
"vergeten","red","NL",FALSE
"ingelicht","red","BE",TRUE
"gespaard","green","NL",TRUE
"gevoetbald","red","BE",TRUE
"beloofd","green","NL",TRUE
"opgejaagd","green","BE",TRUE
"gemaakt","red","NL",TRUE
"gezegd","green","NL",FALSE
"uitbesteed","red","BE",TRUE
"aangedaan","green","BE",FALSE
"vastgehouden","red","NL",TRUE
"gehad","red","BE",FALSE
"gekomen","red","NL",TRUE
"gevonden","red","NL",TRUE
"beschoten","green","BE",TRUE
"vermeld","red","BE",TRUE
"verrast","red","NL",TRUE
"gestuurd","red","BE",TRUE
"gemaakt","red","BE",TRUE
"geknoeid","green","BE",TRUE
"overleden","red","BE",TRUE
"bezeten","red","NL",TRUE
"gefilmd","green","BE",TRUE
"gehaald","red","NL",TRUE
"terechtgekomen","green","BE",TRUE
"uitgegroeid","red","BE",TRUE
"gehad","green","BE",FALSE
"gezocht","green","BE",TRUE
"vertoond","red","BE",TRUE
"geraakt","red","BE",TRUE
"gemunt","red","NL",TRUE
"geweest","red","NL",TRUE
"opgelost","green","BE",TRUE
"gemerkt","green","BE",FALSE
"gereden","red","NL",TRUE
"gekregen","green","NL",TRUE
"overleden","red","NL",TRUE
"gestoord","red","BE",TRUE
"gekregen","red","NL",TRUE
"gehoopt","red","NL",TRUE
"gekomen","green","NL",TRUE
"gestoten","green","BE",FALSE
"gedaan","red","NL",TRUE
"verklaard","red","BE",FALSE
"geweest","red","NL",TRUE
"voorgesteld","red","BE",TRUE
"opgelost","green","BE",TRUE
"ontwaakt","red","NL",TRUE
"gevlogen","red","BE",TRUE
"overvallen","red","BE",TRUE
"behandeld","green","BE",TRUE
"gedaan","red","BE",TRUE
"gedacht","red","BE",TRUE
"geschreven","green","BE",TRUE
"geworden","green","NL",FALSE
"genezen","red","BE",TRUE
"gemaakt","red","NL",TRUE
"gekozen","red","BE",TRUE
"geschrapt","red","NL",TRUE
"gebracht","red","NL",TRUE
"ingeschat","red","BE",TRUE
"aangekomen","red","BE",TRUE
"toegedaan","red","NL",TRUE
"geraakt","green","BE",TRUE
"geworden","red","NL",TRUE
"doodgestoken","red","BE",TRUE
"opgebouwd","red","BE",TRUE
"gebroken","green","BE",TRUE
"tegengehouden","red","BE",TRUE
"bekend","red","NL",TRUE
"geweest","red","NL",TRUE
"geweest","red","BE",TRUE
"gekregen","red","NL",TRUE
"aangegeven","red","BE",TRUE
"veroordeeld","green","BE",FALSE
"geplaatst","green","NL",FALSE
"gekomen","red","NL",TRUE
"afgeweken","red","NL",TRUE
"meegemaakt","red","NL",TRUE
"gemist","red","BE",TRUE
"gehaald","red","BE",TRUE
"genomen","red","NL",TRUE
"gewonnen","red","NL",TRUE
"omgedraaid","green","BE",TRUE
"gesneden","green","BE",TRUE
"behaald","red","BE",TRUE
"verdeeld","green","BE",TRUE
"gezegd","red","NL",TRUE
"begonnen","red","BE",TRUE
"gehuild","green","NL",TRUE
"verworven","red","NL",TRUE
"gehad","red","NL",TRUE
"geholpen","red","BE",TRUE
"gedacht","red","NL",TRUE
"ontmoet","green","BE",TRUE
"beloofd","red","BE",TRUE
"gezeten","red","BE",TRUE
"betrapt","red","BE",TRUE
"begrepen","red","NL",TRUE
"verloren","green","NL",TRUE
"gemaakt","green","NL",TRUE
"gegeven","red","NL",FALSE
"onderzocht","red","NL",TRUE
"gezet","red","NL",TRUE
"binnengekomen","red","NL",TRUE
"gekomen","red","BE",TRUE
"geworden","green","NL",TRUE
"tegengehouden","red","BE",TRUE
"gekregen","red","BE",TRUE
"gezien","green","NL",TRUE
"gedacht","green","BE",TRUE
"afgepakt","green","BE",TRUE
"gespeeld","red","NL",TRUE
"meegenomen","green","NL",TRUE
"afgelost","green","BE",TRUE
"geweest","green","BE",TRUE
"opgemerkt","red","BE",FALSE
"gebeurd","green","BE",TRUE
"meegedaan","red","NL",TRUE
"gedaan","red","BE",TRUE
"vervuld","green","BE",TRUE
"veroordeeld","green","BE",TRUE
"gekomen","red","BE",FALSE
"gebeurd","green","BE",TRUE
"gezet","red","NL",FALSE
"geslaagd","green","BE",TRUE
"afgesproken","red","NL",TRUE
"opgepakt","red","BE",TRUE
"ingericht","red","BE",TRUE
"verpletterd","red","NL",TRUE
"gebeurd","green","NL",TRUE
"begrepen","red","NL",TRUE
"meegekregen","red","BE",TRUE
"gedekt","red","BE",TRUE
"gezegd","red","BE",FALSE
"gevonden","red","BE",TRUE
"geregeld","green","NL",FALSE
"neergezet","red","NL",TRUE
"afgehandeld","red","BE",TRUE
"verbruikt","red","BE",TRUE
"bereikt","green","BE",TRUE
"vervangen","red","NL",TRUE
"opgegroeid","green","BE",TRUE
"gewenst","red","BE",TRUE
"gelopen","red","BE",TRUE
"gezegd","green","BE",TRUE
"geweest","red","BE",TRUE
"gesproken","red","NL",TRUE
"gelaten","red","BE",TRUE
"verleend","red","NL",TRUE
"teruggekregen","red","BE",TRUE
"geweest","red","NL",TRUE
"geweest","green","NL",TRUE
"gedacht","red","BE",TRUE
"binnengevallen","red","BE",TRUE
"uitgescholden","red","NL",FALSE
"gekregen","red","BE",TRUE
"afgedwongen","red","BE",TRUE
"besmet","red","BE",TRUE
"gevierd","green","NL",FALSE
"opgelost","green","NL",FALSE
"behandeld","red","NL",TRUE
"geweest","green","NL",TRUE
"gegaan","red","BE",TRUE
"meegemaakt","red","NL",TRUE
"geworden","red","BE",TRUE
"geweest","red","BE",TRUE
"toegestaan","red","BE",TRUE
"gedaan","green","BE",TRUE
"gedaan","red","NL",TRUE
"gevoeld","red","BE",TRUE
"gebeurd","red","BE",TRUE
"gereinigd","red","NL",TRUE
"uitgekeken","green","BE",TRUE
"aangebracht","green","BE",TRUE
"hersteld","red","NL",TRUE
"geworden","red","BE",TRUE
"gezegd","red","NL",TRUE
"gehad","red","BE",TRUE
"genomen","red","NL",TRUE
"gevoed","green","BE",TRUE
"geweest","red","BE",TRUE
"betuigd","red","BE",TRUE
"gekocht","red","NL",FALSE
"genomen","red","NL",TRUE
"beledigd","green","BE",TRUE
"vermoed","green","BE",TRUE
"uitgehaald","red","NL",TRUE
"gedronken","green","NL",TRUE
"gezegd","red","NL",TRUE
"geworden","green","NL",TRUE
"volgehouden","red","NL",TRUE
"aangeboden","red","NL",TRUE
"geëerd","green","NL",TRUE
"behoord","red","NL",TRUE
"afgelopen","green","BE",TRUE
"vermoord","red","NL",TRUE
"voorzien","green","BE",TRUE
"vooropgesteld","green","BE",TRUE
"geneukt","red","NL",TRUE
"gezegd","green","BE",TRUE
"gezuiverd","green","BE",TRUE
"overgenomen","green","BE",TRUE
"terechtgekomen","green","BE",TRUE
"uitgelegd","red","NL",TRUE
"geblazen","red","BE",TRUE
"gemaakt","green","BE",TRUE
"gedaan","green","BE",TRUE
"geschorst","red","BE",TRUE
"beslist","green","BE",TRUE
"gewapend","green","BE",TRUE
"teruggekeerd","red","NL",TRUE
"gearresteerd","red","NL",TRUE
"overgekomen","red","NL",FALSE
"weggenomen","red","NL",TRUE
"gegeven","red","BE",TRUE
"gedumpt","red","NL",TRUE
"afgemaakt","red","BE",FALSE
"aangetrokken","red","BE",TRUE
"opgelost","green","BE",TRUE
"gericht","red","NL",TRUE
"vermoed","red","BE",TRUE
"gezegd","green","BE",TRUE
"gedaan","red","NL",TRUE
"gekomen","red","NL",TRUE
"weggeweest","red","NL",TRUE
"voorgelegd","red","NL",TRUE
"teruggevonden","red","BE",TRUE
"gebracht","red","BE",TRUE
"geworden","green","BE",TRUE
"gebracht","red","BE",TRUE
"verdacht","red","NL",TRUE
"gehad","red","NL",FALSE
"geschied","red","NL",TRUE
"ingenomen","red","BE",TRUE
"getrouwd","red","BE",TRUE
"gedood","red","NL",TRUE
"gelezen","red","BE",TRUE
"toegegeven","red","BE",TRUE
"gemaakt","red","NL",TRUE
"gestuurd","red","NL",TRUE
"geschilderd","red","BE",TRUE
"gevonden","red","NL",TRUE
"gekocht","red","BE",TRUE
"bestookt","red","NL",TRUE
"opgepakt","green","BE",TRUE
"gehad","red","NL",TRUE
"vermeld","green","NL",TRUE
"geschorst","green","BE",TRUE
"verloren","red","BE",FALSE
"verkocht","red","BE",TRUE
"gebeurd","red","NL",TRUE
"gedaan","red","NL",FALSE
"gestopt","green","NL",FALSE
"ontdekt","red","NL",TRUE
"gehangen","red","NL",FALSE
"gegeven","red","NL",TRUE
"aangetroffen","red","NL",TRUE
"gedaan","red","BE",TRUE
"aangepast","red","NL",TRUE
"gezien","green","BE",TRUE
"gekocht","green","BE",TRUE
"verdwaald","red","NL",TRUE
"gezegd","red","NL",TRUE
"gezeten","red","BE",TRUE
"uitgesteld","red","NL",TRUE
"ingelicht","red","BE",TRUE
"gecoverd","green","BE",FALSE
"vertrokken","green","BE",TRUE
"geregend","green","BE",TRUE
"gevormd","green","BE",TRUE
"gebleven","red","BE",TRUE
"doorgegaan","red","NL",TRUE
"gestapt","red","BE",TRUE
"gelanceerd","red","NL",TRUE
"geraakt","red","BE",TRUE
"aangerekend","red","NL",TRUE
"toegelaten","red","NL",FALSE
"gevochten","red","NL",TRUE
"opgelost","red","BE",TRUE
"gelukt","red","BE",FALSE
"bedoeld","red","BE",TRUE
"vereerd","red","BE",TRUE
"gezet","red","NL",TRUE
"gegaan","red","NL",TRUE
"gezet","red","BE",TRUE
"gedaan","green","NL",FALSE
"afgeschaft","red","BE",TRUE
"gelegd","red","NL",TRUE
"omgezet","red","BE",TRUE
"gebeurd","green","BE",TRUE
"vernomen","red","BE",TRUE
"overgegeven","red","NL",TRUE
"gevraagd","green","NL",TRUE
"gegeven","red","NL",TRUE
"opgeschreven","red","NL",TRUE
"weggespeeld","red","BE",TRUE
"verboden","green","NL",TRUE
"geweest","red","NL",TRUE
"herpakt","red","BE",TRUE
"verdronken","green","BE",TRUE
"verhuisd","red","NL",TRUE
"beschouwd","red","BE",TRUE
"omringd","green","BE",TRUE
"gekund","green","BE",TRUE
"geklaagd","red","NL",TRUE
"genoemd","red","NL",TRUE
"gehoord","red","BE",TRUE
"geïnformeerd","green","NL",FALSE
"gehad","red","NL",TRUE
"ingetrokken","red","BE",TRUE
"gevonden","red","BE",FALSE
"ontdekt","green","NL",TRUE
"afgehaald","red","BE",TRUE
"uitgevoerd","red","BE",TRUE
"geweest","red","BE",FALSE
"opgenomen","red","BE",TRUE
"gebleven","red","BE",TRUE
"geweerd","red","BE",TRUE
"geweest","green","BE",TRUE
"onderhandeld","green","BE",TRUE
"gevolgd","green","NL",TRUE
"gemaakt","red","BE",FALSE
"verraden","green","BE",FALSE
"toegepast","red","BE",FALSE
"misbruikt","red","BE",TRUE
"beland","green","BE",TRUE
"gewerkt","red","BE",TRUE
"gezien","green","BE",FALSE
"gevangen","green","NL",TRUE
"gezien","red","NL",TRUE
"verrast","red","BE",TRUE
"gehad","red","BE",TRUE
"gesteund","green","NL",TRUE
"onderzocht","green","NL",TRUE
"getrokken","red","NL",TRUE
"bestolen","green","BE",TRUE
"verhoogd","red","BE",TRUE
"gezeten","green","BE",TRUE
"gezegd","green","NL",TRUE
"verlangd","red","NL",TRUE
"gevonden","red","BE",TRUE
"bedreigd","red","BE",TRUE
"gevonden","green","BE",TRUE
"gestolen","red","BE",TRUE
"gekomen","green","NL",FALSE
"binnengekomen","red","BE",TRUE
"toegepast","green","BE",FALSE
"geworden","red","NL",TRUE
"doorgestuurd","red","BE",TRUE
"verhandeld","green","BE",TRUE
"geweest","red","BE",TRUE
"verlopen","green","BE",FALSE
"getrouwd","green","BE",TRUE
"gelachen","green","BE",TRUE
"aanvaard","green","BE",TRUE
"verdacht","red","NL",TRUE
"herkend","green","BE",TRUE
"gehaald","red","NL",TRUE
"gehad","green","BE",FALSE
"gebruikt","red","BE",TRUE
"gekregen","red","BE",TRUE
"verdiend","green","BE",TRUE
"gestoken","red","BE",FALSE
"gespeeld","red","NL",TRUE
"gedacht","red","NL",TRUE
"aanvaard","green","BE",TRUE
"toegekomen","green","BE",TRUE
"gedrukt","red","BE",TRUE
"genoemd","red","BE",TRUE
"gemaakt","red","BE",FALSE
"uitgezien","red","BE",TRUE
"ontslagen","green","BE",TRUE
"gewerkt","red","NL",TRUE
"gebracht","green","NL",TRUE
"gehad","red","NL",FALSE
"gevonden","red","NL",TRUE
"gegeten","red","NL",TRUE
"verzet","red","NL",TRUE
"gekomen","red","BE",TRUE
"gevonden","red","BE",TRUE
"bevonden","green","BE",TRUE
"gedaan","red","NL",TRUE
"verlaten","red","NL",TRUE
"gevraagd","red","NL",TRUE
"gestaan","red","BE",TRUE
"gedaan","red","BE",TRUE
"gelopen","green","NL",FALSE
"toegejuicht","red","NL",TRUE
"gemaakt","red","NL",TRUE
"gedronken","red","NL",TRUE
"geweest","red","NL",TRUE
"gekomen","red","NL",TRUE
"gezegd","green","BE",FALSE
"gebracht","red","NL",TRUE
"geweest","red","BE",TRUE
"gebroken","red","BE",FALSE
"gebaseerd","red","BE",FALSE
"gegroeid","red","NL",TRUE
"gekocht","red","NL",FALSE
